experiment_name,percentile,inference_interval_ticks,generation_length_ticks,generation_length_frames,constraint_status_code,constraint_status,rtt_percentile_ms,constraint1_satisfied,constraint2_satisfied,both_constraints_satisfied
local_direct_final_test,50.0,1,1,1,2,C2 Violated,27.68876950722185,True,False,False
local_direct_final_test,50.0,1,2,3,0,Valid,62.309701490448745,True,True,True
local_direct_final_test,50.0,1,3,5,0,Valid,97.40866949141486,True,True,True
local_direct_final_test,50.0,1,4,7,1,C1 Violated,132.81553999695456,False,True,False
local_direct_final_test,50.0,1,5,9,1,C1 Violated,168.45127998385576,False,True,False
local_direct_final_test,50.0,1,6,11,1,C1 Violated,204.01758448861068,False,True,False
local_direct_final_test,50.0,1,7,13,1,C1 Violated,240.04637749749236,False,True,False
local_direct_final_test,50.0,1,8,15,1,C1 Violated,276.06568099872675,False,True,False
local_direct_final_test,50.0,2,1,1,2,C2 Violated,27.68876950722185,True,False,False
local_direct_final_test,50.0,2,2,3,2,C2 Violated,62.309701490448745,True,False,False
local_direct_final_test,50.0,2,3,5,0,Valid,97.40866949141486,True,True,True
local_direct_final_test,50.0,2,4,7,0,Valid,132.81553999695456,True,True,True
local_direct_final_test,50.0,2,5,9,0,Valid,168.45127998385576,True,True,True
local_direct_final_test,50.0,2,6,11,0,Valid,204.01758448861068,True,True,True
local_direct_final_test,50.0,2,7,13,0,Valid,240.04637749749236,True,True,True
local_direct_final_test,50.0,2,8,15,1,C1 Violated,276.06568099872675,False,True,False
local_direct_final_test,50.0,3,1,1,2,C2 Violated,27.68876950722185,True,False,False
local_direct_final_test,50.0,3,2,3,2,C2 Violated,62.309701490448745,True,False,False
local_direct_final_test,50.0,3,3,5,2,C2 Violated,97.40866949141486,True,False,False
local_direct_final_test,50.0,3,4,7,2,C2 Violated,132.81553999695456,True,False,False
local_direct_final_test,50.0,3,5,9,0,Valid,168.45127998385576,True,True,True
local_direct_final_test,50.0,3,6,11,0,Valid,204.01758448861068,True,True,True
local_direct_final_test,50.0,3,7,13,0,Valid,240.04637749749236,True,True,True
local_direct_final_test,50.0,3,8,15,0,Valid,276.06568099872675,True,True,True
local_direct_final_test,50.0,4,1,1,2,C2 Violated,27.68876950722185,True,False,False
local_direct_final_test,50.0,4,2,3,2,C2 Violated,62.309701490448745,True,False,False
local_direct_final_test,50.0,4,3,5,2,C2 Violated,97.40866949141486,True,False,False
local_direct_final_test,50.0,4,4,7,2,C2 Violated,132.81553999695456,True,False,False
local_direct_final_test,50.0,4,5,9,2,C2 Violated,168.45127998385576,True,False,False
local_direct_final_test,50.0,4,6,11,0,Valid,204.01758448861068,True,True,True
local_direct_final_test,50.0,4,7,13,0,Valid,240.04637749749236,True,True,True
local_direct_final_test,50.0,4,8,15,0,Valid,276.06568099872675,True,True,True
local_direct_final_test,50.0,5,1,1,2,C2 Violated,27.68876950722185,True,False,False
local_direct_final_test,50.0,5,2,3,2,C2 Violated,62.309701490448745,True,False,False
local_direct_final_test,50.0,5,3,5,2,C2 Violated,97.40866949141486,True,False,False
local_direct_final_test,50.0,5,4,7,2,C2 Violated,132.81553999695456,True,False,False
local_direct_final_test,50.0,5,5,9,2,C2 Violated,168.45127998385576,True,False,False
local_direct_final_test,50.0,5,6,11,2,C2 Violated,204.01758448861068,True,False,False
local_direct_final_test,50.0,5,7,13,0,Valid,240.04637749749236,True,True,True
local_direct_final_test,50.0,5,8,15,0,Valid,276.06568099872675,True,True,True
local_direct_final_test,50.0,6,1,1,2,C2 Violated,27.68876950722185,True,False,False
local_direct_final_test,50.0,6,2,3,2,C2 Violated,62.309701490448745,True,False,False
local_direct_final_test,50.0,6,3,5,2,C2 Violated,97.40866949141486,True,False,False
local_direct_final_test,50.0,6,4,7,2,C2 Violated,132.81553999695456,True,False,False
local_direct_final_test,50.0,6,5,9,2,C2 Violated,168.45127998385576,True,False,False
local_direct_final_test,50.0,6,6,11,2,C2 Violated,204.01758448861068,True,False,False
local_direct_final_test,50.0,6,7,13,2,C2 Violated,240.04637749749236,True,False,False
local_direct_final_test,50.0,6,8,15,2,C2 Violated,276.06568099872675,True,False,False
local_direct_final_test,50.0,7,1,1,2,C2 Violated,27.68876950722185,True,False,False
local_direct_final_test,50.0,7,2,3,2,C2 Violated,62.309701490448745,True,False,False
local_direct_final_test,50.0,7,3,5,2,C2 Violated,97.40866949141486,True,False,False
local_direct_final_test,50.0,7,4,7,2,C2 Violated,132.81553999695456,True,False,False
local_direct_final_test,50.0,7,5,9,2,C2 Violated,168.45127998385576,True,False,False
local_direct_final_test,50.0,7,6,11,2,C2 Violated,204.01758448861068,True,False,False
local_direct_final_test,50.0,7,7,13,2,C2 Violated,240.04637749749236,True,False,False
local_direct_final_test,50.0,7,8,15,2,C2 Violated,276.06568099872675,True,False,False
local_direct_final_test,60.0,1,1,1,2,C2 Violated,27.90924978326072,True,False,False
local_direct_final_test,60.0,1,2,3,0,Valid,62.94626859598786,True,True,True
local_direct_final_test,60.0,1,3,5,0,Valid,98.28255219617856,True,True,True
local_direct_final_test,60.0,1,4,7,1,C1 Violated,133.57057801331385,False,True,False
local_direct_final_test,60.0,1,5,9,1,C1 Violated,169.2346729978453,False,True,False
local_direct_final_test,60.0,1,6,11,1,C1 Violated,204.97664200956928,False,True,False
local_direct_final_test,60.0,1,7,13,1,C1 Violated,244.50760780018746,False,True,False
local_direct_final_test,60.0,1,8,15,1,C1 Violated,282.2048161819111,False,True,False
local_direct_final_test,60.0,2,1,1,2,C2 Violated,27.90924978326072,True,False,False
local_direct_final_test,60.0,2,2,3,2,C2 Violated,62.94626859598786,True,False,False
local_direct_final_test,60.0,2,3,5,0,Valid,98.28255219617856,True,True,True
local_direct_final_test,60.0,2,4,7,0,Valid,133.57057801331385,True,True,True
local_direct_final_test,60.0,2,5,9,0,Valid,169.2346729978453,True,True,True
local_direct_final_test,60.0,2,6,11,0,Valid,204.97664200956928,True,True,True
local_direct_final_test,60.0,2,7,13,0,Valid,244.50760780018746,True,True,True
local_direct_final_test,60.0,2,8,15,1,C1 Violated,282.2048161819111,False,True,False
local_direct_final_test,60.0,3,1,1,2,C2 Violated,27.90924978326072,True,False,False
local_direct_final_test,60.0,3,2,3,2,C2 Violated,62.94626859598786,True,False,False
local_direct_final_test,60.0,3,3,5,2,C2 Violated,98.28255219617856,True,False,False
local_direct_final_test,60.0,3,4,7,2,C2 Violated,133.57057801331385,True,False,False
local_direct_final_test,60.0,3,5,9,0,Valid,169.2346729978453,True,True,True
local_direct_final_test,60.0,3,6,11,0,Valid,204.97664200956928,True,True,True
local_direct_final_test,60.0,3,7,13,0,Valid,244.50760780018746,True,True,True
local_direct_final_test,60.0,3,8,15,0,Valid,282.2048161819111,True,True,True
local_direct_final_test,60.0,4,1,1,2,C2 Violated,27.90924978326072,True,False,False
local_direct_final_test,60.0,4,2,3,2,C2 Violated,62.94626859598786,True,False,False
local_direct_final_test,60.0,4,3,5,2,C2 Violated,98.28255219617856,True,False,False
local_direct_final_test,60.0,4,4,7,2,C2 Violated,133.57057801331385,True,False,False
local_direct_final_test,60.0,4,5,9,2,C2 Violated,169.2346729978453,True,False,False
local_direct_final_test,60.0,4,6,11,0,Valid,204.97664200956928,True,True,True
local_direct_final_test,60.0,4,7,13,0,Valid,244.50760780018746,True,True,True
local_direct_final_test,60.0,4,8,15,0,Valid,282.2048161819111,True,True,True
local_direct_final_test,60.0,5,1,1,2,C2 Violated,27.90924978326072,True,False,False
local_direct_final_test,60.0,5,2,3,2,C2 Violated,62.94626859598786,True,False,False
local_direct_final_test,60.0,5,3,5,2,C2 Violated,98.28255219617856,True,False,False
local_direct_final_test,60.0,5,4,7,2,C2 Violated,133.57057801331385,True,False,False
local_direct_final_test,60.0,5,5,9,2,C2 Violated,169.2346729978453,True,False,False
local_direct_final_test,60.0,5,6,11,2,C2 Violated,204.97664200956928,True,False,False
local_direct_final_test,60.0,5,7,13,0,Valid,244.50760780018746,True,True,True
local_direct_final_test,60.0,5,8,15,0,Valid,282.2048161819111,True,True,True
local_direct_final_test,60.0,6,1,1,2,C2 Violated,27.90924978326072,True,False,False
local_direct_final_test,60.0,6,2,3,2,C2 Violated,62.94626859598786,True,False,False
local_direct_final_test,60.0,6,3,5,2,C2 Violated,98.28255219617856,True,False,False
local_direct_final_test,60.0,6,4,7,2,C2 Violated,133.57057801331385,True,False,False
local_direct_final_test,60.0,6,5,9,2,C2 Violated,169.2346729978453,True,False,False
local_direct_final_test,60.0,6,6,11,2,C2 Violated,204.97664200956928,True,False,False
local_direct_final_test,60.0,6,7,13,2,C2 Violated,244.50760780018746,True,False,False
local_direct_final_test,60.0,6,8,15,2,C2 Violated,282.2048161819111,True,False,False
local_direct_final_test,60.0,7,1,1,2,C2 Violated,27.90924978326072,True,False,False
local_direct_final_test,60.0,7,2,3,2,C2 Violated,62.94626859598786,True,False,False
local_direct_final_test,60.0,7,3,5,2,C2 Violated,98.28255219617856,True,False,False
local_direct_final_test,60.0,7,4,7,2,C2 Violated,133.57057801331385,True,False,False
local_direct_final_test,60.0,7,5,9,2,C2 Violated,169.2346729978453,True,False,False
local_direct_final_test,60.0,7,6,11,2,C2 Violated,204.97664200956928,True,False,False
local_direct_final_test,60.0,7,7,13,2,C2 Violated,244.50760780018746,True,False,False
local_direct_final_test,60.0,7,8,15,2,C2 Violated,282.2048161819111,True,False,False
local_direct_final_test,70.0,1,1,1,2,C2 Violated,28.124657907756,True,False,False
local_direct_final_test,70.0,1,2,3,0,Valid,63.95293578971173,True,True,True
local_direct_final_test,70.0,1,3,5,0,Valid,99.16420599038244,True,True,True
local_direct_final_test,70.0,1,4,7,1,C1 Violated,135.01034588553006,False,True,False
local_direct_final_test,70.0,1,5,9,1,C1 Violated,172.5728101067943,False,True,False
local_direct_final_test,70.0,1,6,11,1,C1 Violated,209.3195318069774,False,True,False
local_direct_final_test,70.0,1,7,13,1,C1 Violated,250.37399240827648,False,True,False
local_direct_final_test,70.0,1,8,15,1,C1 Violated,291.8074280867586,False,True,False
local_direct_final_test,70.0,2,1,1,2,C2 Violated,28.124657907756,True,False,False
local_direct_final_test,70.0,2,2,3,2,C2 Violated,63.95293578971173,True,False,False
local_direct_final_test,70.0,2,3,5,0,Valid,99.16420599038244,True,True,True
local_direct_final_test,70.0,2,4,7,0,Valid,135.01034588553006,True,True,True
local_direct_final_test,70.0,2,5,9,0,Valid,172.5728101067943,True,True,True
local_direct_final_test,70.0,2,6,11,0,Valid,209.3195318069774,True,True,True
local_direct_final_test,70.0,2,7,13,1,C1 Violated,250.37399240827648,False,True,False
local_direct_final_test,70.0,2,8,15,1,C1 Violated,291.8074280867586,False,True,False
local_direct_final_test,70.0,3,1,1,2,C2 Violated,28.124657907756,True,False,False
local_direct_final_test,70.0,3,2,3,2,C2 Violated,63.95293578971173,True,False,False
local_direct_final_test,70.0,3,3,5,2,C2 Violated,99.16420599038244,True,False,False
local_direct_final_test,70.0,3,4,7,2,C2 Violated,135.01034588553006,True,False,False
local_direct_final_test,70.0,3,5,9,0,Valid,172.5728101067943,True,True,True
local_direct_final_test,70.0,3,6,11,0,Valid,209.3195318069774,True,True,True
local_direct_final_test,70.0,3,7,13,0,Valid,250.37399240827648,True,True,True
local_direct_final_test,70.0,3,8,15,0,Valid,291.8074280867586,True,True,True
local_direct_final_test,70.0,4,1,1,2,C2 Violated,28.124657907756,True,False,False
local_direct_final_test,70.0,4,2,3,2,C2 Violated,63.95293578971173,True,False,False
local_direct_final_test,70.0,4,3,5,2,C2 Violated,99.16420599038244,True,False,False
local_direct_final_test,70.0,4,4,7,2,C2 Violated,135.01034588553006,True,False,False
local_direct_final_test,70.0,4,5,9,2,C2 Violated,172.5728101067943,True,False,False
local_direct_final_test,70.0,4,6,11,0,Valid,209.3195318069774,True,True,True
local_direct_final_test,70.0,4,7,13,0,Valid,250.37399240827648,True,True,True
local_direct_final_test,70.0,4,8,15,0,Valid,291.8074280867586,True,True,True
local_direct_final_test,70.0,5,1,1,2,C2 Violated,28.124657907756,True,False,False
local_direct_final_test,70.0,5,2,3,2,C2 Violated,63.95293578971173,True,False,False
local_direct_final_test,70.0,5,3,5,2,C2 Violated,99.16420599038244,True,False,False
local_direct_final_test,70.0,5,4,7,2,C2 Violated,135.01034588553006,True,False,False
local_direct_final_test,70.0,5,5,9,2,C2 Violated,172.5728101067943,True,False,False
local_direct_final_test,70.0,5,6,11,2,C2 Violated,209.3195318069774,True,False,False
local_direct_final_test,70.0,5,7,13,2,C2 Violated,250.37399240827648,True,False,False
local_direct_final_test,70.0,5,8,15,0,Valid,291.8074280867586,True,True,True
local_direct_final_test,70.0,6,1,1,2,C2 Violated,28.124657907756,True,False,False
local_direct_final_test,70.0,6,2,3,2,C2 Violated,63.95293578971173,True,False,False
local_direct_final_test,70.0,6,3,5,2,C2 Violated,99.16420599038244,True,False,False
local_direct_final_test,70.0,6,4,7,2,C2 Violated,135.01034588553006,True,False,False
local_direct_final_test,70.0,6,5,9,2,C2 Violated,172.5728101067943,True,False,False
local_direct_final_test,70.0,6,6,11,2,C2 Violated,209.3195318069774,True,False,False
local_direct_final_test,70.0,6,7,13,2,C2 Violated,250.37399240827648,True,False,False
local_direct_final_test,70.0,6,8,15,2,C2 Violated,291.8074280867586,True,False,False
local_direct_final_test,70.0,7,1,1,2,C2 Violated,28.124657907756,True,False,False
local_direct_final_test,70.0,7,2,3,2,C2 Violated,63.95293578971173,True,False,False
local_direct_final_test,70.0,7,3,5,2,C2 Violated,99.16420599038244,True,False,False
local_direct_final_test,70.0,7,4,7,2,C2 Violated,135.01034588553006,True,False,False
local_direct_final_test,70.0,7,5,9,2,C2 Violated,172.5728101067943,True,False,False
local_direct_final_test,70.0,7,6,11,2,C2 Violated,209.3195318069774,True,False,False
local_direct_final_test,70.0,7,7,13,2,C2 Violated,250.37399240827648,True,False,False
local_direct_final_test,70.0,7,8,15,2,C2 Violated,291.8074280867586,True,False,False
local_direct_final_test,80.0,1,1,1,2,C2 Violated,28.45429099397726,True,False,False
local_direct_final_test,80.0,1,2,3,0,Valid,65.08457278250708,True,True,True
local_direct_final_test,80.0,1,3,5,0,Valid,101.5993189939763,True,True,True
local_direct_final_test,80.0,1,4,7,1,C1 Violated,138.80058178910986,False,True,False
local_direct_final_test,80.0,1,5,9,1,C1 Violated,180.59258839930405,False,True,False
local_direct_final_test,80.0,1,6,11,1,C1 Violated,217.5345802097581,False,True,False
local_direct_final_test,80.0,1,7,13,1,C1 Violated,257.70423719077365,False,True,False
local_direct_final_test,80.0,1,8,15,1,C1 Violated,298.42074300395325,False,True,False
local_direct_final_test,80.0,2,1,1,2,C2 Violated,28.45429099397726,True,False,False
local_direct_final_test,80.0,2,2,3,2,C2 Violated,65.08457278250708,True,False,False
local_direct_final_test,80.0,2,3,5,0,Valid,101.5993189939763,True,True,True
local_direct_final_test,80.0,2,4,7,0,Valid,138.80058178910986,True,True,True
local_direct_final_test,80.0,2,5,9,0,Valid,180.59258839930405,True,True,True
local_direct_final_test,80.0,2,6,11,0,Valid,217.5345802097581,True,True,True
local_direct_final_test,80.0,2,7,13,1,C1 Violated,257.70423719077365,False,True,False
local_direct_final_test,80.0,2,8,15,1,C1 Violated,298.42074300395325,False,True,False
local_direct_final_test,80.0,3,1,1,2,C2 Violated,28.45429099397726,True,False,False
local_direct_final_test,80.0,3,2,3,2,C2 Violated,65.08457278250708,True,False,False
local_direct_final_test,80.0,3,3,5,2,C2 Violated,101.5993189939763,True,False,False
local_direct_final_test,80.0,3,4,7,2,C2 Violated,138.80058178910986,True,False,False
local_direct_final_test,80.0,3,5,9,0,Valid,180.59258839930405,True,True,True
local_direct_final_test,80.0,3,6,11,0,Valid,217.5345802097581,True,True,True
local_direct_final_test,80.0,3,7,13,0,Valid,257.70423719077365,True,True,True
local_direct_final_test,80.0,3,8,15,0,Valid,298.42074300395325,True,True,True
local_direct_final_test,80.0,4,1,1,2,C2 Violated,28.45429099397726,True,False,False
local_direct_final_test,80.0,4,2,3,2,C2 Violated,65.08457278250708,True,False,False
local_direct_final_test,80.0,4,3,5,2,C2 Violated,101.5993189939763,True,False,False
local_direct_final_test,80.0,4,4,7,2,C2 Violated,138.80058178910986,True,False,False
local_direct_final_test,80.0,4,5,9,2,C2 Violated,180.59258839930405,True,False,False
local_direct_final_test,80.0,4,6,11,0,Valid,217.5345802097581,True,True,True
local_direct_final_test,80.0,4,7,13,0,Valid,257.70423719077365,True,True,True
local_direct_final_test,80.0,4,8,15,0,Valid,298.42074300395325,True,True,True
local_direct_final_test,80.0,5,1,1,2,C2 Violated,28.45429099397726,True,False,False
local_direct_final_test,80.0,5,2,3,2,C2 Violated,65.08457278250708,True,False,False
local_direct_final_test,80.0,5,3,5,2,C2 Violated,101.5993189939763,True,False,False
local_direct_final_test,80.0,5,4,7,2,C2 Violated,138.80058178910986,True,False,False
local_direct_final_test,80.0,5,5,9,2,C2 Violated,180.59258839930405,True,False,False
local_direct_final_test,80.0,5,6,11,2,C2 Violated,217.5345802097581,True,False,False
local_direct_final_test,80.0,5,7,13,2,C2 Violated,257.70423719077365,True,False,False
local_direct_final_test,80.0,5,8,15,0,Valid,298.42074300395325,True,True,True
local_direct_final_test,80.0,6,1,1,2,C2 Violated,28.45429099397726,True,False,False
local_direct_final_test,80.0,6,2,3,2,C2 Violated,65.08457278250708,True,False,False
local_direct_final_test,80.0,6,3,5,2,C2 Violated,101.5993189939763,True,False,False
local_direct_final_test,80.0,6,4,7,2,C2 Violated,138.80058178910986,True,False,False
local_direct_final_test,80.0,6,5,9,2,C2 Violated,180.59258839930405,True,False,False
local_direct_final_test,80.0,6,6,11,2,C2 Violated,217.5345802097581,True,False,False
local_direct_final_test,80.0,6,7,13,2,C2 Violated,257.70423719077365,True,False,False
local_direct_final_test,80.0,6,8,15,2,C2 Violated,298.42074300395325,True,False,False
local_direct_final_test,80.0,7,1,1,2,C2 Violated,28.45429099397726,True,False,False
local_direct_final_test,80.0,7,2,3,2,C2 Violated,65.08457278250708,True,False,False
local_direct_final_test,80.0,7,3,5,2,C2 Violated,101.5993189939763,True,False,False
local_direct_final_test,80.0,7,4,7,2,C2 Violated,138.80058178910986,True,False,False
local_direct_final_test,80.0,7,5,9,2,C2 Violated,180.59258839930405,True,False,False
local_direct_final_test,80.0,7,6,11,2,C2 Violated,217.5345802097581,True,False,False
local_direct_final_test,80.0,7,7,13,2,C2 Violated,257.70423719077365,True,False,False
local_direct_final_test,80.0,7,8,15,2,C2 Violated,298.42074300395325,True,False,False
local_direct_final_test,90.0,1,1,1,2,C2 Violated,29.05243490531574,True,False,False
local_direct_final_test,90.0,1,2,3,0,Valid,73.6918149050325,True,True,True
local_direct_final_test,90.0,1,3,5,0,Valid,105.49178560904691,True,True,True
local_direct_final_test,90.0,1,4,7,1,C1 Violated,147.51330150756982,False,True,False
local_direct_final_test,90.0,1,5,9,1,C1 Violated,189.45098951808174,False,True,False
local_direct_final_test,90.0,1,6,11,1,C1 Violated,225.55812407517803,False,True,False
local_direct_final_test,90.0,1,7,13,1,C1 Violated,267.6491142017767,False,True,False
local_direct_final_test,90.0,1,8,15,1,C1 Violated,308.6051453865366,False,True,False
local_direct_final_test,90.0,2,1,1,2,C2 Violated,29.05243490531574,True,False,False
local_direct_final_test,90.0,2,2,3,2,C2 Violated,73.6918149050325,True,False,False
local_direct_final_test,90.0,2,3,5,0,Valid,105.49178560904691,True,True,True
local_direct_final_test,90.0,2,4,7,0,Valid,147.51330150756982,True,True,True
local_direct_final_test,90.0,2,5,9,0,Valid,189.45098951808174,True,True,True
local_direct_final_test,90.0,2,6,11,0,Valid,225.55812407517803,True,True,True
local_direct_final_test,90.0,2,7,13,1,C1 Violated,267.6491142017767,False,True,False
local_direct_final_test,90.0,2,8,15,1,C1 Violated,308.6051453865366,False,True,False
local_direct_final_test,90.0,3,1,1,2,C2 Violated,29.05243490531574,True,False,False
local_direct_final_test,90.0,3,2,3,2,C2 Violated,73.6918149050325,True,False,False
local_direct_final_test,90.0,3,3,5,2,C2 Violated,105.49178560904691,True,False,False
local_direct_final_test,90.0,3,4,7,2,C2 Violated,147.51330150756982,True,False,False
local_direct_final_test,90.0,3,5,9,0,Valid,189.45098951808174,True,True,True
local_direct_final_test,90.0,3,6,11,0,Valid,225.55812407517803,True,True,True
local_direct_final_test,90.0,3,7,13,0,Valid,267.6491142017767,True,True,True
local_direct_final_test,90.0,3,8,15,0,Valid,308.6051453865366,True,True,True
local_direct_final_test,90.0,4,1,1,2,C2 Violated,29.05243490531574,True,False,False
local_direct_final_test,90.0,4,2,3,2,C2 Violated,73.6918149050325,True,False,False
local_direct_final_test,90.0,4,3,5,2,C2 Violated,105.49178560904691,True,False,False
local_direct_final_test,90.0,4,4,7,2,C2 Violated,147.51330150756982,True,False,False
local_direct_final_test,90.0,4,5,9,2,C2 Violated,189.45098951808174,True,False,False
local_direct_final_test,90.0,4,6,11,0,Valid,225.55812407517803,True,True,True
local_direct_final_test,90.0,4,7,13,0,Valid,267.6491142017767,True,True,True
local_direct_final_test,90.0,4,8,15,0,Valid,308.6051453865366,True,True,True
local_direct_final_test,90.0,5,1,1,2,C2 Violated,29.05243490531574,True,False,False
local_direct_final_test,90.0,5,2,3,2,C2 Violated,73.6918149050325,True,False,False
local_direct_final_test,90.0,5,3,5,2,C2 Violated,105.49178560904691,True,False,False
local_direct_final_test,90.0,5,4,7,2,C2 Violated,147.51330150756982,True,False,False
local_direct_final_test,90.0,5,5,9,2,C2 Violated,189.45098951808174,True,False,False
local_direct_final_test,90.0,5,6,11,2,C2 Violated,225.55812407517803,True,False,False
local_direct_final_test,90.0,5,7,13,2,C2 Violated,267.6491142017767,True,False,False
local_direct_final_test,90.0,5,8,15,0,Valid,308.6051453865366,True,True,True
local_direct_final_test,90.0,6,1,1,2,C2 Violated,29.05243490531574,True,False,False
local_direct_final_test,90.0,6,2,3,2,C2 Violated,73.6918149050325,True,False,False
local_direct_final_test,90.0,6,3,5,2,C2 Violated,105.49178560904691,True,False,False
local_direct_final_test,90.0,6,4,7,2,C2 Violated,147.51330150756982,True,False,False
local_direct_final_test,90.0,6,5,9,2,C2 Violated,189.45098951808174,True,False,False
local_direct_final_test,90.0,6,6,11,2,C2 Violated,225.55812407517803,True,False,False
local_direct_final_test,90.0,6,7,13,2,C2 Violated,267.6491142017767,True,False,False
local_direct_final_test,90.0,6,8,15,2,C2 Violated,308.6051453865366,True,False,False
local_direct_final_test,90.0,7,1,1,2,C2 Violated,29.05243490531574,True,False,False
local_direct_final_test,90.0,7,2,3,2,C2 Violated,73.6918149050325,True,False,False
local_direct_final_test,90.0,7,3,5,2,C2 Violated,105.49178560904691,True,False,False
local_direct_final_test,90.0,7,4,7,2,C2 Violated,147.51330150756982,True,False,False
local_direct_final_test,90.0,7,5,9,2,C2 Violated,189.45098951808174,True,False,False
local_direct_final_test,90.0,7,6,11,2,C2 Violated,225.55812407517803,True,False,False
local_direct_final_test,90.0,7,7,13,2,C2 Violated,267.6491142017767,True,False,False
local_direct_final_test,90.0,7,8,15,2,C2 Violated,308.6051453865366,True,False,False
local_direct_final_test,99.5,1,1,1,2,C2 Violated,33.35736023436763,True,False,False
local_direct_final_test,99.5,1,2,3,0,Valid,117.0366890080913,True,True,True
local_direct_final_test,99.5,1,3,5,0,Valid,118.78037136964845,True,True,True
local_direct_final_test,99.5,1,4,7,1,C1 Violated,157.66908525285538,False,True,False
local_direct_final_test,99.5,1,5,9,1,C1 Violated,210.7148697917,False,True,False
local_direct_final_test,99.5,1,6,11,1,C1 Violated,242.80255632314947,False,True,False
local_direct_final_test,99.5,1,7,13,1,C1 Violated,295.5462460020498,False,True,False
local_direct_final_test,99.5,1,8,15,1,C1 Violated,329.6910863493394,False,True,False
local_direct_final_test,99.5,2,1,1,2,C2 Violated,33.35736023436763,True,False,False
local_direct_final_test,99.5,2,2,3,2,C2 Violated,117.0366890080913,True,False,False
local_direct_final_test,99.5,2,3,5,0,Valid,118.78037136964845,True,True,True
local_direct_final_test,99.5,2,4,7,0,Valid,157.66908525285538,True,True,True
local_direct_final_test,99.5,2,5,9,0,Valid,210.7148697917,True,True,True
local_direct_final_test,99.5,2,6,11,0,Valid,242.80255632314947,True,True,True
local_direct_final_test,99.5,2,7,13,1,C1 Violated,295.5462460020498,False,True,False
local_direct_final_test,99.5,2,8,15,1,C1 Violated,329.6910863493394,False,True,False
local_direct_final_test,99.5,3,1,1,2,C2 Violated,33.35736023436763,True,False,False
local_direct_final_test,99.5,3,2,3,2,C2 Violated,117.0366890080913,True,False,False
local_direct_final_test,99.5,3,3,5,2,C2 Violated,118.78037136964845,True,False,False
local_direct_final_test,99.5,3,4,7,2,C2 Violated,157.66908525285538,True,False,False
local_direct_final_test,99.5,3,5,9,0,Valid,210.7148697917,True,True,True
local_direct_final_test,99.5,3,6,11,0,Valid,242.80255632314947,True,True,True
local_direct_final_test,99.5,3,7,13,0,Valid,295.5462460020498,True,True,True
local_direct_final_test,99.5,3,8,15,0,Valid,329.6910863493394,True,True,True
local_direct_final_test,99.5,4,1,1,2,C2 Violated,33.35736023436763,True,False,False
local_direct_final_test,99.5,4,2,3,2,C2 Violated,117.0366890080913,True,False,False
local_direct_final_test,99.5,4,3,5,2,C2 Violated,118.78037136964845,True,False,False
local_direct_final_test,99.5,4,4,7,2,C2 Violated,157.66908525285538,True,False,False
local_direct_final_test,99.5,4,5,9,2,C2 Violated,210.7148697917,True,False,False
local_direct_final_test,99.5,4,6,11,0,Valid,242.80255632314947,True,True,True
local_direct_final_test,99.5,4,7,13,0,Valid,295.5462460020498,True,True,True
local_direct_final_test,99.5,4,8,15,0,Valid,329.6910863493394,True,True,True
local_direct_final_test,99.5,5,1,1,2,C2 Violated,33.35736023436763,True,False,False
local_direct_final_test,99.5,5,2,3,2,C2 Violated,117.0366890080913,True,False,False
local_direct_final_test,99.5,5,3,5,2,C2 Violated,118.78037136964845,True,False,False
local_direct_final_test,99.5,5,4,7,2,C2 Violated,157.66908525285538,True,False,False
local_direct_final_test,99.5,5,5,9,2,C2 Violated,210.7148697917,True,False,False
local_direct_final_test,99.5,5,6,11,2,C2 Violated,242.80255632314947,True,False,False
local_direct_final_test,99.5,5,7,13,2,C2 Violated,295.5462460020498,True,False,False
local_direct_final_test,99.5,5,8,15,0,Valid,329.6910863493394,True,True,True
local_direct_final_test,99.5,6,1,1,2,C2 Violated,33.35736023436763,True,False,False
local_direct_final_test,99.5,6,2,3,2,C2 Violated,117.0366890080913,True,False,False
local_direct_final_test,99.5,6,3,5,2,C2 Violated,118.78037136964845,True,False,False
local_direct_final_test,99.5,6,4,7,2,C2 Violated,157.66908525285538,True,False,False
local_direct_final_test,99.5,6,5,9,2,C2 Violated,210.7148697917,True,False,False
local_direct_final_test,99.5,6,6,11,2,C2 Violated,242.80255632314947,True,False,False
local_direct_final_test,99.5,6,7,13,2,C2 Violated,295.5462460020498,True,False,False
local_direct_final_test,99.5,6,8,15,2,C2 Violated,329.6910863493394,True,False,False
local_direct_final_test,99.5,7,1,1,2,C2 Violated,33.35736023436763,True,False,False
local_direct_final_test,99.5,7,2,3,2,C2 Violated,117.0366890080913,True,False,False
local_direct_final_test,99.5,7,3,5,2,C2 Violated,118.78037136964845,True,False,False
local_direct_final_test,99.5,7,4,7,2,C2 Violated,157.66908525285538,True,False,False
local_direct_final_test,99.5,7,5,9,2,C2 Violated,210.7148697917,True,False,False
local_direct_final_test,99.5,7,6,11,2,C2 Violated,242.80255632314947,True,False,False
local_direct_final_test,99.5,7,7,13,2,C2 Violated,295.5462460020498,True,False,False
local_direct_final_test,99.5,7,8,15,2,C2 Violated,329.6910863493394,True,False,False
local_server_final_test,50.0,1,1,1,2,C2 Violated,105.63418746460225,True,False,False
